"","ND_Veh_1","ND_Veh_2","ND_Veh_3","ND_Veh_4","HFD_Veh_1","HFD_Veh_2","HFD_Veh_3","HFD_Veh_4","HFD_Tx_1","HFD_Tx_2","HFD_Tx_3","HFD_Tx_4"
"Label","0","0","0","0","1","1","1","1","2","2","2","2"
"1,2-dilinoleoyl-GPC (18:2/18:2)","-0.02250484","-0.01557986"," 0.36202031"," 0.08567070"," 0.07895932"," 0.21713345"," 0.18149145"," 0.22876787","-0.63797969"," 0.23273131","-0.44324043","-0.26746958"
"1,2-dioleoyl-GPC (18:1/18:1)*"," 0.10256758"," 0.09228409","-0.44324346","-0.01839041","-0.41649158","-0.08613821","-0.19366562","-0.28220963"," 0.28953372"," 0.15278393"," 0.24621306"," 0.55675654"
"1,2-dioleoyl-GPE (18:1/18:1)","-0.36402587","-0.33954628","-0.08190073","-0.32020994"," 0.05578280"," 0.22638776"," 0.06521224"," 0.19375792","-0.30692505"," 0.63597413"," 0.07285132"," 0.16264170"
"1,2-dipalmitoyl-GPC (16:0/16:0)","-0.022451696"," 0.284214662"," 0.657700731","-0.110632070"," 0.017639873","-0.152520527","-0.293960797","-0.253317383","-0.342299269"," 0.034917062","-0.004253489"," 0.184962902"
"1,2-distearoyl-GPC (18:0/18:0)"," 0.4549047"," 0.4917186","-0.4176955"," 0.3192093","-0.4188581","-0.4361261","-0.4695117","-0.3738537"," 0.4771915","-0.5011150"," 0.3752511"," 0.4988850"
"1,5-anhydroglucitol (1,5-AG)"," 0.27996257"," 0.42863336"," 0.45704883"," 0.24729458"," 0.09315122","-0.54295117"," 0.01815714","-0.51291734","-0.43348278"," 0.33842293","-0.30259845","-0.07072090"
"1-(1-enyl-oleoyl)-GPE (P-18:1)*"," 0.07220319"," 0.11319896","-0.20156444"," 0.01756904","-0.52696034"," 0.15690117","-0.11283854","-0.23674999"," 0.47303966","-0.06794766"," 0.10341096"," 0.20973801"
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*"," 0.4818940"," 0.4185385","-0.4145180"," 0.2241441","-0.3566187","-0.3415547","-0.5181060","-0.3898057"," 0.3480022","-0.3062831"," 0.4142837"," 0.4400237"
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*","-0.24623936","-0.14175126","-0.58128501","-0.26927265"," 0.25989950"," 0.41871499"," 0.24142843"," 0.15809869","-0.32957727"," 0.38612763"," 0.02722914"," 0.07662718"
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"," 0.2888784"," 0.3811352"," 0.2777775"," 0.2411855","-0.6188648","-0.5993901","-0.1834730","-0.3121817"," 0.2631008","-0.2725174"," 0.1753588"," 0.3589908"
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*","-0.3582543","-0.1493172"," 0.1125382","-0.1003533"," 0.1724683"," 0.3607398"," 0.4415852"," 0.1751479","-0.5584148"," 0.3053853","-0.2628129","-0.1387122"
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*"," 0.15745168"," 0.26887682"," 0.10547082"," 0.14129558"," 0.02887723"," 0.09564106"," 0.10486692","-0.68130421"," 0.15786638","-0.73112318"," 0.19009462"," 0.16198627"
"1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*","-0.31768856","-0.05450268"," 0.56371865","-0.02442455","-0.21384712","-0.01239493"," 0.33427308","-0.11530541","-0.43628135"," 0.30848262"," 0.10389919","-0.13592897"
"1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*"," 0.090911326"," 0.342139612","-0.657860388","-0.012284728"," 0.012039729","-0.055982994"," 0.037555985","-0.112731389"," 0.129685136","-0.005660143"," 0.146637641"," 0.085550213"
"1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*"," 0.19106066"," 0.51291074"," 0.32929613"," 0.16967188","-0.41210473","-0.48708926","-0.11202435","-0.44032430"," 0.03500723","-0.17284128"," 0.15359902"," 0.23283826"
"1-(1-enyl-palmitoyl)-GPC (P-16:0)*"," 0.06382701"," 0.10690969","-0.58735307","-0.27524973"," 0.41264693"," 0.11753086"," 0.14183488"," 0.11039564"," 0.11364111","-0.01795961","-0.15355599","-0.03266772"
"1-(1-enyl-palmitoyl)-GPE (P-16:0)*"," 0.13245529"," 0.29976657"," 0.20912779"," 0.12900237","-0.02309829","-0.36608261","-0.04989177","-0.70023343"," 0.08348982","-0.01007731"," 0.09038335"," 0.20515824"
"1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*"," 0.16900916"," 0.19042626","-0.67748842"," 0.08861138","-0.11430320","-0.04708237","-0.14884433","-0.16538894"," 0.18770926","-0.08356232"," 0.27840195"," 0.32251158"
"1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","-0.25361973","-0.12531609","-0.04717594","-0.05991026"," 0.16259894"," 0.30957091"," 0.33121267"," 0.18307863","-0.66878733"," 0.25632536","-0.17645877"," 0.08848161"
"1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)"," 0.31150159"," 0.27373609","-0.56587160"," 0.07427945","-0.24573611","-0.32801195","-0.22963327","-0.31772311"," 0.18853397"," 0.10651944"," 0.29827711"," 0.43412840"
"1-(1-enyl-stearoyl)-GPE (P-18:0)*"," 0.17944013"," 0.15172428","-0.39236439"," 0.07145884","-0.45822725"," 0.18408477","-0.31148955","-0.16848753"," 0.54177275","-0.26444714"," 0.19594503"," 0.27059007"
"1-arachidonoyl-GPC (20:4)*"," 0.001602028","-0.050273276","-0.375361019","-0.114629793","-0.070781492","-0.131519148"," 0.194035405"," 0.624638981"," 0.104093212","-0.104372320","-0.117787301"," 0.040354723"
"1-arachidonoyl-GPE (20:4)*"," 0.38715174"," 0.12695358","-0.59719784"," 0.03824009","-0.38983477","-0.18653206","-0.13377878"," 0.22050401"," 0.10662627"," 0.23337830","-0.20831270"," 0.40280216"
"1-arachidonoyl-GPI (20:4)*"," 0.23418682"," 0.24353410","-0.26448817"," 0.15231332","-0.05703608","-0.09351519","-0.03427634","-0.54361455"," 0.45638545","-0.35166180"," 0.05597269"," 0.20219975"
"1-linolenoyl-GPC (18:3)*","-0.06416036","-0.27210322"," 0.02553150","-0.45460316"," 0.25036891"," 0.16958416"," 0.10067640"," 0.54539684"," 0.05245944"," 0.23318159","-0.41559128","-0.17074081"
"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4)*","-0.005817526","-0.144978264","-0.372798279","-0.244105156"," 0.071956597"," 0.146664959"," 0.187306637"," 0.559217553","-0.440782447"," 0.120066474","-0.189344090"," 0.312613543"
"1-linoleoyl-GPC (18:2)","-0.12057149","-0.29310023","-0.09103648","-0.35544177"," 0.15227118"," 0.15139692"," 0.32390996"," 0.64455823","-0.05056148"," 0.15547993","-0.32195201","-0.19495276"
"1-linoleoyl-GPE (18:2)*","-0.156389031","-0.118900025"," 0.143225001","-0.153734850"," 0.002493438"," 0.223065867"," 0.313839604"," 0.552375084","-0.373663117"," 0.246408516","-0.447624916","-0.231095570"
"1-linoleoylglycerol (18:2)"," 0.25502916","-0.27011434"," 0.23903241","-0.06423693","-0.04388111"," 0.36715097"," 0.44502537","-0.18241799","-0.01619709"," 0.21699998","-0.55497463","-0.39141581"
"1-methylhistidine"," 0.4451275"," 0.2637301","-0.2651869"," 0.2384758","-0.4922822","-0.2379248","-0.4618637","-0.4240440"," 0.5077178","-0.2703804"," 0.3031115"," 0.3935192"
"1-methylimidazoleacetate","-0.23930125","-0.47201747"," 0.03150654","-0.06523764"," 0.13927729"," 0.34666985"," 0.11299033"," 0.19016640","-0.18329895"," 0.52798253","-0.17375339","-0.21498424"
"1-methylnicotinamide","-0.51026109","-0.33951342","-0.03474767","-0.31917624"," 0.36909752"," 0.48973891"," 0.40461007"," 0.47588431","-0.36118033"," 0.44129575","-0.36917635","-0.24657146"
"1-oleoyl-2-linoleoyl-glycerol (18:1/18:2)","-0.29426564","-0.29320446"," 0.05587357","-0.26647337"," 0.53091751"," 0.35371528"," 0.27324520"," 0.22389637","-0.46908249"," 0.38026270","-0.20987302","-0.28501166"
"1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*","-0.473482433","-0.340566915"," 0.080110257","-0.349485837"," 0.254922948"," 0.454078895"," 0.377097696"," 0.425314162","-0.545921105"," 0.452143418","-0.327401784","-0.006809301"
"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*","-0.4599639","-0.3105460"," 0.1932790","-0.2100697"," 0.2283239"," 0.4208784"," 0.3549150"," 0.3246241","-0.5720579"," 0.4279421","-0.2753815","-0.1219435"
"1-oleoyl-3-linoleoyl-glycerol (18:1/18:2)","-0.30758997","-0.39194203"," 0.09440935","-0.38286276"," 0.52102657"," 0.40305189"," 0.34002668"," 0.21813407","-0.47897343"," 0.37109322","-0.16071752","-0.22565607"
"1-oleoyl-GPC (18:1)"," 0.07674375","-0.13714462"," 0.12472756","-0.12257566","-0.05157761","-0.25996908"," 0.15551230"," 0.69429001"," 0.03820188","-0.15646948","-0.30570999","-0.05602907"
"1-oleoyl-GPE (18:1)","-0.04490645"," 0.06501617"," 0.42472012","-0.08509755","-0.57527988","-0.16795716","-0.13857100","-0.14940683"," 0.36839323"," 0.24599970","-0.12858479"," 0.18567444"
"1-oleoylglycerol (18:1)","-0.234239661","-0.447679651"," 0.048847772","-0.344893547"," 0.009925289"," 0.359017493"," 0.478244307","-0.080338945"," 0.055882243"," 0.552320349","-0.192657827","-0.204427821"
"1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*","-0.1767442","-0.1987157"," 0.1762225","-0.1814043"," 0.2452914"," 0.4059154"," 0.3091796"," 0.4025003","-0.5940846"," 0.2656690","-0.3927755","-0.2610539"
"1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1)*","-0.43002062","-0.36488823","-0.10780186","-0.52220735"," 0.47779265"," 0.36316555"," 0.32887297"," 0.26305757","-0.19682684"," 0.36807739","-0.06565497","-0.11356627"
"1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1)*","-0.44564801","-0.41473787","-0.14904451","-0.59787551"," 0.40212449"," 0.32740104"," 0.36376923"," 0.23296925","-0.10038277"," 0.30438035"," 0.04143906"," 0.03560525"
"1-palmitoleoyl-GPC (16:1)*"," 0.06764932"," 0.11470202","-0.05390727","-0.14775963","-0.18598318","-0.28308645"," 0.02536664"," 0.68146822"," 0.22209660","-0.31853178","-0.09853644","-0.02347804"
"1-palmitoleoylglycerol (16:1)*","-0.06591002","-0.55068294"," 0.03180198","-0.24658439"," 0.20137663"," 0.14841449"," 0.42183527","-0.02559044"," 0.44931706"," 0.06280536","-0.15145677","-0.27532622"
"1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4)"," 0.31430219"," 0.27476537"," 0.26350159"," 0.13052779","-0.42272834","-0.39268504","-0.50418271","-0.01752623"," 0.23216585","-0.58921412"," 0.30028777"," 0.41078588"
"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*","-0.38474152","-0.38813912"," 0.51094239","-0.09127379"," 0.19675382"," 0.47588503"," 0.20298799"," 0.21118931","-0.48905761"," 0.01933398","-0.03830226","-0.22557821"
"1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2)*","-0.2418668","-0.2550509"," 0.1432619","-0.1424514"," 0.4873556"," 0.3535095"," 0.2379269"," 0.2718334","-0.5126444"," 0.3549990","-0.3386318","-0.3582411"
"1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","-0.2978265","-0.1376178"," 0.1592098","-0.2078629"," 0.2022426"," 0.3641457"," 0.2850334"," 0.5111362","-0.4888638"," 0.2202129","-0.4069659","-0.2028439"
"1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)","-0.3512547","-0.1988065"," 0.1890411","-0.1467857"," 0.2585255"," 0.4251558"," 0.3484878"," 0.2938151","-0.5748442"," 0.3134990","-0.3152981","-0.2415352"
"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","-0.11336601"," 0.07193524"," 0.63242121","-0.01838004","-0.33183286","-0.19743655","-0.36757879","-0.05573957"," 0.04625142","-0.16585426"," 0.21551745"," 0.28406275"
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)","-0.5019741","-0.3485291"," 0.4115924","-0.2136185"," 0.1864464"," 0.3583111"," 0.2466093"," 0.2029980","-0.5415763"," 0.4584237","-0.1051224","-0.1535605"
"1-palmitoyl-2-oleoyl-GPG (16:0/18:1)"," 0.35083862"," 0.29760752"," 0.25206724"," 0.14647121","-0.58609711","-0.21696934","-0.56288609","-0.33284126"," 0.06326378","-0.18932111"," 0.41390289"," 0.36396365"
"1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*"," 0.20459404"," 0.52991716","-0.47008284"," 0.12206987","-0.31149195","-0.08404231","-0.26297453","-0.28075273"," 0.22923235","-0.26044822"," 0.30181202"," 0.28216715"
"1-palmitoyl-2-stearoyl-GPC (16:0/18:0)"," 0.3825487"," 0.4199030","-0.5241903"," 0.1471119","-0.2571443","-0.2843810","-0.3546129","-0.3888784"," 0.3840689","-0.3041004"," 0.3038649"," 0.4758097"
"1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2)*","-0.3382449","-0.4179701"," 0.2375283","-0.3307826"," 0.4749211"," 0.4489778"," 0.3712690"," 0.2552365","-0.5250789"," 0.4101325","-0.2702570","-0.3157318"
"1-palmitoyl-GPC (16:0)","-0.05701775","-0.08050435"," 0.35767978","-0.23725322","-0.06430376","-0.16348953"," 0.11540192"," 0.70195892","-0.05513363","-0.06364750","-0.29804108","-0.15564980"
"1-palmitoyl-GPE (16:0)"," 0.12449550"," 0.11248230"," 0.72681861"," 0.22963198","-0.24293677","-0.26247019","-0.26951598","-0.26524888"," 0.01449093","-0.27318139"," 0.04707961"," 0.05835429"
"1-palmitoyl-GPG (16:0)*","-0.22908911","-0.63653257"," 0.31381176","-0.16383435"," 0.07599422"," 0.36188681"," 0.23367116"," 0.16058416"," 0.36346743"," 0.12966074","-0.28233714","-0.32728312"
"1-palmitoyl-GPI (16:0)*"," 0.038361263"," 0.049926631"," 0.176362264","-0.005178181","-0.120270603"," 0.013807207"," 0.037868250","-0.620490524"," 0.379509476"," 0.092719366","-0.053850519"," 0.011235370"
"1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)"," 0.2574841"," 0.2568549","-0.5900319"," 0.1097593","-0.2107872","-0.1474636","-0.3319117","-0.1057688"," 0.2962815","-0.2224887"," 0.2781041"," 0.4099681"
"1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)","-0.22072635","-0.18631680","-0.49274441","-0.29445118"," 0.27427643"," 0.50725559"," 0.16269943"," 0.24557390","-0.21573022"," 0.16543168","-0.03873693"," 0.09346885"
"1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)","-0.3030193","-0.2284422","-0.5303392","-0.2340682"," 0.3911744"," 0.4424065"," 0.4696608"," 0.3596528","-0.1857202","-0.1742676","-0.1170081"," 0.1099703"
"1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)","-0.47845290","-0.29378424","-0.40592526","-0.47142557"," 0.32054437"," 0.52154710"," 0.05785597"," 0.36804426","-0.23995200"," 0.39140695"," 0.04577702"," 0.18436429"
"1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*","-0.466623091","-0.324713643","-0.126900180","-0.376504999"," 0.223387324"," 0.521153583"," 0.327301619"," 0.419801157","-0.424311513"," 0.533376909","-0.311176985"," 0.005209818"
"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","-0.47064618","-0.32036473","-0.00312563","-0.27269719"," 0.31627307"," 0.50687068"," 0.39870905"," 0.35833904","-0.49312932"," 0.39657844","-0.29033801","-0.12646923"
"1-stearoyl-2-oleoyl-GPC (18:0/18:1)"," 0.15621124"," 0.21073589","-0.57878445"," 0.03572458","-0.20245680","-0.10386478","-0.27253136","-0.18180262"," 0.30953653","-0.02429414"," 0.23031036"," 0.42121555"
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)","-0.039085064"," 0.026279044","-0.557497591","-0.181499492"," 0.006025475"," 0.060845051","-0.109890050","-0.057953785"," 0.002119644"," 0.442502409"," 0.071500515"," 0.336653843"
"1-stearoyl-2-oleoyl-GPS (18:0/18:1)","-0.12248864"," 0.10939104"," 0.35240732","-0.11781165","-0.06070491","-0.10622292","-0.55040313","-0.35164663"," 0.28005529"," 0.05722968"," 0.06059768"," 0.44959687"
"1-stearoyl-GPC (18:0)"," 0.06651383"," 0.07173372","-0.43131018","-0.30807083","-0.17752882","-0.04079782"," 0.07500460"," 0.56868982"," 0.28617264","-0.08848431","-0.20504542"," 0.18312277"
"1-stearoyl-GPE (18:0)"," 0.32584655"," 0.35391664","-0.04239088","-0.02069167","-0.51252519","-0.15463738","-0.38469409","-0.26147182"," 0.43601509","-0.24711452"," 0.02027247"," 0.48747481"
"1-stearoyl-GPI (18:0)"," 0.23224973"," 0.18361500"," 0.05972226"," 0.12237101","-0.33626855","-0.43718711","-0.38597363","-0.14889778"," 0.56281289","-0.21823559"," 0.11200478"," 0.25378700"
"1-stearoyl-GPS (18:0)*"," 0.24965517"," 0.17115716"," 0.13757140"," 0.15827356","-0.27617284","-0.46145950","-0.42671611","-0.21759472"," 0.53854050","-0.15420737"," 0.07918726"," 0.20176548"
"10-heptadecenoate (17:1n7)","-0.3613270","-0.4549187","-0.2632845","-0.2724342"," 0.3914118"," 0.2126806"," 0.1962003"," 0.2834340"," 0.1122000"," 0.5450813","-0.2106938","-0.1783499"
"10-nonadecenoate (19:1n9)","-0.10019197","-0.46470699"," 0.06489130","-0.09615316","-0.15085671","-0.06142984"," 0.27910864"," 0.35314786"," 0.09330893"," 0.53529301","-0.22570722","-0.22670385"
"12,13-DiHOME"," 0.40512945","-0.01322964"," 0.13645846"," 0.19659624"," 0.24004763"," 0.21146225"," 0.07881020","-0.08085706","-0.46294429"," 0.19265670","-0.59487055","-0.30925939"
"12-HETE"," 0.36026336"," 0.15351341","-0.04436775"," 0.12106998","-0.18047861","-0.34961145","-0.22582216","-0.63973664"," 0.30492223"," 0.04386836"," 0.12515026"," 0.33122904"
"15-HETE"," 0.60152127"," 0.13226039"," 0.05513468"," 0.09567899","-0.17074101","-0.39847873","-0.17410290","-0.19900294"," 0.20110162","-0.12682968","-0.15430018"," 0.13775848"
"15-methylpalmitate","-0.41224085","-0.53044273","-0.21056946","-0.29231596"," 0.13185793"," 0.28942306"," 0.37951891"," 0.39490921"," 0.03541171"," 0.46955727","-0.05552659","-0.19958250"
"16-hydroxypalmitate","-0.40297353","-0.26243279","-0.21850219","-0.23268069"," 0.59702647"," 0.46381063"," 0.25946054"," 0.14183398","-0.28788623"," 0.20318538","-0.18079865","-0.08004293"
"17-methylstearate","-0.14055558","-0.57081289"," 0.09737596","-0.09344593"," 0.19463711"," 0.13256531"," 0.36363684"," 0.42918711","-0.04509600"," 0.38541269","-0.36584526","-0.38705936"
"2'-deoxycytidine"," 0.17979402"," 0.23379096"," 0.33091784"," 0.16434080","-0.66908216","-0.64752865","-0.27073153"," 0.27746434"," 0.21392787"," 0.20317962","-0.03149771"," 0.01542460"
"2'-deoxyguanosine","-0.34410499"," 0.50219518","-0.49780482","-0.10568713"," 0.13031779"," 0.05111280"," 0.16173354"," 0.15308300"," 0.20895780"," 0.09110293","-0.23407868","-0.11682742"
"2'-deoxyinosine","-0.3234301"," 0.1023124","-0.2456915","-0.2874938"," 0.4483541"," 0.4281041"," 0.2704274"," 0.3825601","-0.0685924"," 0.1322093","-0.5516459","-0.2871135"
"2'-deoxyuridine","-0.26252483","-0.12100421","-0.18910813","-0.19490494","-0.16557544"," 0.64285255"," 0.63597009","-0.07565876","-0.15451160"," 0.44012242","-0.19850969","-0.35714745"
"2-aminoadipate"," 0.2064464"," 0.2840889","-0.5317426"," 0.1199223","-0.2382218","-0.2762624","-0.2242214","-0.3242788"," 0.4365106","-0.1995940"," 0.2790956"," 0.4682574"
"2-aminoheptanoate"," 0.35472950","-0.05016866","-0.32551510","-0.44204010"," 0.07053548"," 0.13521326"," 0.39125044","-0.12843539"," 0.09988060"," 0.42292543","-0.57707457"," 0.04869909"
"2-aminooctanoate","-0.05304560","-0.52499201"," 0.36491776","-0.37477992"," 0.39692456"," 0.12277342","-0.09392051"," 0.47500799","-0.04353287"," 0.28938368","-0.40747105","-0.15126545"
"2-hydroxy-3-methylvalerate","-0.07790833","-0.62940539"," 0.01206880","-0.09121412"," 0.05341609"," 0.37059461","-0.12137049"," 0.17201381"," 0.12879005"," 0.05068307"," 0.14240778","-0.01007590"
"2-hydroxybutyrate/2-hydroxyisobutyrate","-0.31528711","-0.33941667","-0.16627885","-0.56938460"," 0.17233549"," 0.15145860"," 0.20678894"," 0.25845357"," 0.01634616"," 0.43061540"," 0.06294779"," 0.09142127"
"2-hydroxyglutarate","-0.42499860","-0.45157665"," 0.53480196","-0.10562589"," 0.11115538"," 0.35687405"," 0.20344082"," 0.20722196","-0.46519804"," 0.19509717","-0.02505832","-0.13613383"
"2-hydroxystearate","-0.30491275","-0.20290301","-0.09074399","-0.58184167"," 0.09497648"," 0.16734051"," 0.41815833"," 0.03146619"," 0.28601425"," 0.38626222","-0.05337305","-0.15044352"
"2-linoleoylglycerol (18:2)"," 0.48532798","-0.06561866","-0.14680849"," 0.04928119","-0.05659274"," 0.35257037"," 0.19877782","-0.51467202"," 0.46280973"," 0.16125147","-0.50057601","-0.42575063"
"2-methylbutyrylcarnitine (C5)","-0.044268465","-0.266417857","-0.077197143","-0.394025439","-0.472601887","-0.025553743"," 0.527398113"," 0.322263275"," 0.005542133"," 0.197946703","-0.129951067"," 0.356865378"
"2-methylbutyrylglycine","-0.2592229","-0.5049757"," 0.0485905","-0.3070309"," 0.1041401"," 0.4950243"," 0.2394569"," 0.3353145","-0.2753962"," 0.4109624","-0.1370287","-0.1498342"
"2-methylcitrate/homocitrate","-0.2920826","-0.2975481"," 0.1592067","-0.2301522"," 0.4479178"," 0.5810538"," 0.2643161"," 0.2769747","-0.1880974","-0.4189462","-0.1478950","-0.1547476"
"2-oleoylglycerol (18:1)"," 0.016279274","-0.231875455","-0.195096260","-0.388726119"," 0.007255961","-0.103599313"," 0.333680152"," 0.021050823"," 0.611273881","-0.164643413"," 0.035624414"," 0.058776056"
"2-palmitoleoyl-GPC (16:1)*"," 0.13283259"," 0.54711376","-0.20380969","-0.09283013","-0.25430303","-0.10288100"," 0.05109784"," 0.15443563"," 0.17634105","-0.10545567","-0.45288624"," 0.15034488"
"2-palmitoyl-GPC (16:0)*","-0.16647516","-0.24467439"," 0.19547481","-0.31135533"," 0.07362582"," 0.05019559"," 0.08664281"," 0.68864467","-0.19744151"," 0.22455973","-0.26023374","-0.13896330"
"2-stearoyl-GPE (18:0)*","-0.03820762","-0.37238497","-0.01216526","-0.11304282","-0.18507794"," 0.12541788"," 0.17032868"," 0.24420168"," 0.57054308","-0.42945692","-0.05979931"," 0.09964351"
"3-(4-hydroxyphenyl)lactate"," 0.063070318","-0.321422607"," 0.188215948","-0.246587279","-0.381089471","-0.155230973","-0.388394454"," 0.009711813"," 0.611605546"," 0.236652077"," 0.064369797"," 0.319099285"
"3-aminoisobutyrate","-0.27411393","-0.52324547"," 0.30567809","-0.29163705"," 0.11592680"," 0.21820040"," 0.18686664"," 0.14404237","-0.16959499"," 0.47675453","-0.11617550","-0.07270188"
"3-hydroxy-3-methylglutarate","-0.18492710","-0.26026163"," 0.73973837"," 0.09240944","-0.17707497","-0.02781621","-0.20104314","-0.07136218","-0.10618006","-0.15851882"," 0.20854737"," 0.14648892"
"3-hydroxybutyrate (BHBA)","-0.050626799","-0.350360252"," 0.051184826","-0.280461602"," 0.649639748"," 0.203485348"," 0.018403463"," 0.207974623","-0.198877576"," 0.002218508","-0.219442896","-0.033137390"
"3-hydroxybutyrylcarnitine (1)","-0.13644022","-0.51860693","-0.07984796","-0.15196302"," 0.37442204"," 0.48139307"," 0.35561014"," 0.44366684","-0.41349307","-0.06826678","-0.08671130","-0.19976282"
