"","ND_Veh_1","ND_Veh_2","ND_Veh_3","ND_Veh_4","HFD_Veh_1","HFD_Veh_2","HFD_Veh_3","HFD_Veh_4","HFD_Tx_1","HFD_Tx_2","HFD_Tx_3","HFD_Tx_4"
"3-hydroxybutyrylcarnitine (2)"," 0.19865727","-0.58386130"," 0.37052630","-0.11497112","-0.14055963"," 0.37725236"," 0.26148563"," 0.41613870","-0.46788120","-0.04743423","-0.10785883","-0.16149393"
"3-hydroxyisobutyrate","-0.38336882","-0.23996251","-0.19178090","-0.58955159"," 0.26050228","-0.01944990"," 0.41044841","-0.02991575"," 0.25243373"," 0.09978823"," 0.20484556"," 0.22601127"
"3-indoxyl sulfate","-0.23393189","-0.17448714","-0.23780383"," 0.01965539"," 0.65016989","-0.25458775"," 0.36166805"," 0.08316379","-0.34983011"," 0.36581814","-0.11867438","-0.11116016"
"3-methylcytidine"," 0.26434450"," 0.15550068","-0.12310376","-0.08513629"," 0.51407830","-0.32973405","-0.28584445","-0.48592170"," 0.35287907","-0.33297679"," 0.16327641"," 0.19263808"
"3-methylhistidine"," 0.30127010"," 0.26936240","-0.20959688"," 0.13092557","-0.43271777","-0.01250139","-0.64005437","-0.16902666"," 0.35994563","-0.07923393"," 0.21515654"," 0.26647076"
"3-phosphoglycerate"," 0.3302704"," 0.2660788"," 0.3373775"," 0.2367703","-0.3079910","-0.5665620","-0.4815003","-0.3859568"," 0.1232026","-0.2495116"," 0.4334380"," 0.2643842"
"3-ureidopropionate"," 0.24024441","-0.36286468","-0.02303822","-0.38670866"," 0.61329134"," 0.21912076"," 0.16082263"," 0.03274472","-0.34064215"," 0.19496822","-0.12721300","-0.22072536"
"4-cholesten-3-one","-0.48884252","-0.26904156"," 0.30540481","-0.42162281"," 0.22517301"," 0.47086264"," 0.26243093"," 0.22456815","-0.52913736"," 0.36224245","-0.10665575","-0.03538197"
"4-guanidinobutanoate"," 0.65488825"," 0.62207972"," 0.33180559"," 0.47525373","-0.30329001","-0.31242555","-0.31301670","-0.05614261","-0.18484925","-0.22501522","-0.34511175","-0.34417622"
"4-imidazoleacetate","-0.36216797","-0.41715543","-0.04818621","-0.20228869"," 0.13142876"," 0.38613410"," 0.31666916"," 0.39711831","-0.25235615"," 0.58284457","-0.40525223","-0.12678822"
"5-aminovalerate"," 0.72098438"," 0.02388776"," 0.10086982","-0.11699681","-0.00622043","-0.27901562","-0.26181453","-0.02090610"," 0.21488457","-0.11524506","-0.06318740","-0.19724058"
"5-dodecenoate (12:1n7)","-0.31996895","-0.01126426","-0.44053175","-0.13593870"," 0.55946825"," 0.04832156","-0.14467429"," 0.24848365","-0.10814742"," 0.31101097"," 0.04057071","-0.04732978"
"5-methylthioadenosine (MTA)"," 0.25569210"," 0.31286104"," 0.08472771"," 0.12153050","-0.53192258","-0.32903796","-0.26249243","-0.40405581"," 0.46807742","-0.33558952"," 0.21771463"," 0.40249490"
"5-oxoproline"," 0.4737820"," 0.3428017","-0.2436458"," 0.3250797","-0.3729438","-0.4973093","-0.5262180","-0.3862222"," 0.3880543","-0.2438218"," 0.3207279"," 0.4197153"
"6-phosphogluconate"," 0.086943607","-0.264116123","-0.127713647","-0.149226395"," 0.415104302"," 0.243819098"," 0.297940457"," 0.375128675","-0.584895698","-0.184044712"," 0.001978457","-0.110918022"
"7-hydroxycholesterol (alpha or beta)","-0.40268769","-0.37220355"," 0.21143798","-0.44857249"," 0.55142751"," 0.05129704"," 0.38198893"," 0.31329416","-0.35079877"," 0.29248832","-0.26092894"," 0.03325749"
"7-methylguanine"," 0.43634511"," 0.05506749"," 0.30456423"," 0.09619378","-0.56365489"," 0.09586856","-0.26660920","-0.03375697"," 0.10701114","-0.39272038"," 0.05253156"," 0.10915956"
"9,10-DiHOME"," 0.47350627","-0.03777032"," 0.06371259"," 0.29011629"," 0.08343527"," 0.23587008"," 0.07762955","-0.07671457","-0.52649373"," 0.16396338","-0.47123687","-0.27601794"
"acetylcarnitine"," 0.22919272","-0.36966281"," 0.63033719","-0.04324262"," 0.01901826"," 0.05151047","-0.13513904"," 0.07286908","-0.36737987"," 0.06153836"," 0.13733809","-0.28637985"
"acetylphosphate"," 0.2902416"," 0.2955063"," 0.1119256"," 0.1332792","-0.2152115","-0.1038775","-0.2882827","-0.4689619","-0.1813549","-0.2153161"," 0.1110139"," 0.5310381"
"aconitate [cis or trans]","-0.07905842","-0.02288263"," 0.22651490"," 0.50080469","-0.16093413","-0.43372186"," 0.11608055","-0.12174238"," 0.07853574","-0.49919531"," 0.43807082","-0.04247196"
"adenine"," 0.17550544"," 0.18000884"," 0.29769935"," 0.24417776","-0.31399904","-0.37666779","-0.51968910","-0.22443522"," 0.48031090","-0.36276765"," 0.05109078"," 0.36876574"
"adenosine","-0.67008164","-0.13079793"," 0.16411355","-0.30015118"," 0.21925847","-0.04039024"," 0.21642879"," 0.29899647","-0.15054183"," 0.32991836","-0.05740917"," 0.12065635"
"adenosine 2'-monophosphate (2'-AMP)","-0.12474476","-0.19127031"," 0.50728968"," 0.18887464","-0.49271032"," 0.37385274"," 0.25904288"," 0.15351271"," 0.03392903","-0.31384641","-0.02512928","-0.36880059"
"adenosine 3',5'-diphosphate"," 0.149660798","-0.561924318"," 0.438075682"," 0.009883625"," 0.313002034"," 0.181284533"," 0.347361560","-0.342411475"," 0.211390111","-0.233100100","-0.127319378","-0.385903072"
"adenosine 3'-monophosphate (3'-AMP)","-0.43999351","-0.30692793"," 0.22733478","-0.06546036"," 0.29606345"," 0.56000649"," 0.32608891","-0.10566569","-0.09457747","-0.02985699","-0.26680957","-0.10020210"
"adenosine 5'-diphosphoribose (ADP-ribose)","-0.085831298"," 0.003434521","-0.621546488","-0.125146281"," 0.362314617"," 0.164925146"," 0.207433061"," 0.378453512","-0.586530693"," 0.312311831"," 0.039747100","-0.049565028"
"adenosine 5'-monophosphate (AMP)","-0.3204886","-0.2895566","-0.2244733","-0.3519508"," 0.3508365"," 0.4785219"," 0.4934937"," 0.5024093","-0.4975907"," 0.3601689","-0.2800628","-0.2213074"
"adrenate (22:4n6)","-0.28302543","-0.38092993","-0.09078037","-0.20808204"," 0.05925944"," 0.14172950"," 0.61907007"," 0.02586373"," 0.10350549"," 0.22552577","-0.05161159","-0.16052463"
"alanine","-0.336392539","-0.181214481","-0.199573948","-0.564431672","-0.046612672"," 0.305496926"," 0.111382137"," 0.324464392"," 0.011618206"," 0.138206059"," 0.001489263"," 0.435568328"
"allantoin"," 0.384423416"," 0.003514357"," 0.073748952","-0.142486724"," 0.620687953"," 0.089894112","-0.028909518","-0.140273914","-0.277439332","-0.046736506","-0.379312047","-0.157110751"
"alpha-hydroxyisocaproate","-0.199579539","-0.704066906","-0.114172038","-0.004173548"," 0.295933094"," 0.257563088"," 0.141672882"," 0.088923850","-0.006407233"," 0.283550146"," 0.071023622","-0.110267417"
"alpha-hydroxyisovalerate"," 0.13714606","-0.16811107"," 0.08679299","-0.02278576","-0.33903391","-0.29697013","-0.07739903","-0.45942243"," 0.50305345","-0.32946810"," 0.42562037"," 0.54057757"
"alpha-ketoglutarate"," 0.33393021","-0.31772174","-0.25014059","-0.39932619"," 0.15169194"," 0.60067381"," 0.42113162"," 0.40371282","-0.34224784","-0.35580585","-0.29473194"," 0.04883374"
"alpha-tocopherol","-0.3993118","-0.5789857","-0.4824055","-0.3418907"," 0.2902262"," 0.4210143"," 0.3200384"," 0.4012882","-0.3002741"," 0.3608724"," 0.1965908"," 0.1128375"
"anserine","-0.28474066","-0.12101084"," 0.33026929"," 0.24496593"," 0.48988860","-0.02420119"," 0.17351573","-0.45925871","-0.14968345"," 0.53878543","-0.46121457","-0.27731555"
"arabitol/xylitol","-0.13273710","-0.14518686","-0.07402596","-0.43477575"," 0.50720550"," 0.30261401","-0.03133069"," 0.56522425","-0.22145218"," 0.03782187","-0.12489677","-0.24846031"
"arabonate/xylonate"," 0.236626371"," 0.161606058","-0.733243164","-0.107934933","-0.064876374","-0.009921509","-0.053223118","-0.011854429"," 0.219228679"," 0.041849754"," 0.054985830"," 0.266756836"
"arachidate (20:0)","-0.2857301","-0.5487690","-0.0550060","-0.3126203"," 0.2216193"," 0.2981028"," 0.4512310"," 0.3395430"," 0.1142264"," 0.4246898","-0.3599775","-0.2873095"
"arachidonate (20:4n6)","-0.52008740","-0.31128130","-0.33456576","-0.31945619"," 0.29134975"," 0.21833956"," 0.04059035"," 0.14902353"," 0.47991260"," 0.36489881","-0.12523422"," 0.06651027"
"arachidonoyl ethanolamide","-0.50661506","-0.50168449","-0.12268602","-0.25925471"," 0.49338494"," 0.48324458"," 0.46319584"," 0.24180707","-0.34778128"," 0.31994860","-0.03512648","-0.22843299"
"arginine"," 0.088494894"," 0.108305427","-0.051443001"," 0.005400952","-0.604345555","-0.112850800","-0.267950131","-0.061993068"," 0.264229082"," 0.051644779"," 0.184852977"," 0.395654445"
"argininosuccinate"," 0.5086935"," 0.2837240","-0.3063573"," 0.1918241","-0.4913065","-0.1235761","-0.4500079","-0.2228566"," 0.4375517","-0.4690764"," 0.2464092"," 0.3949782"
"ascorbate (Vitamin C)","-0.4230456","-0.4044526"," 0.1231337","-0.2943014"," 0.2687922"," 0.5769544"," 0.1376175"," 0.3493420","-0.3043196","-0.3076186"," 0.5193427","-0.2414448"
"asparagine"," 0.19057621"," 0.18705243","-0.08314085","-0.07650342","-0.44225914","-0.21335871","-0.28536505","-0.25475086"," 0.38426806","-0.12487547"," 0.16061592"," 0.55774086"
"aspartate"," 0.1892169"," 0.4786520"," 0.1843774","-0.0534532","-0.3685351","-0.2561020","-0.2355130","-0.5213480"," 0.3595096","-0.4308219"," 0.2323682"," 0.4216492"
"azelate (nonanedioate)"," 0.1010578","-0.2742254","-0.2300447","-0.3454613"," 0.4652040"," 0.3760294"," 0.3221978"," 0.5124979","-0.4875021"," 0.3595334","-0.3226436","-0.4766431"
"behenoyl sphingomyelin (d18:1/22:0)*","-0.44927184","-0.24224606","-0.07095123","-0.40786470"," 0.30674222"," 0.42574640"," 0.27033223"," 0.29893558","-0.36174925"," 0.55072816","-0.34069213"," 0.02029059"
"beta-alanine","-0.07294088"," 0.14892561","-0.45422848","-0.08478454","-0.16085097","-0.12815494","-0.49834910","-0.14525076"," 0.42886829"," 0.32914823"," 0.13596665"," 0.50165090"
"beta-guanidinopropanoate","-0.157835818"," 0.095849267"," 0.396036783"," 0.394331754"," 0.063428247"," 0.021622571"," 0.069296617","-0.033024882","-0.603963217","-0.006078615"," 0.106755370","-0.346418076"
"beta-hydroxyisovaleroylcarnitine","-0.18997241","-0.46963183","-0.32935911","-0.38767268"," 0.10295578"," 0.53036817"," 0.42745897","-0.12570170","-0.07049819"," 0.33104658"," 0.15433318"," 0.02667323"
"betaine"," 0.2791134"," 0.2240202"," 0.4296289"," 0.2711613","-0.2437838","-0.3593058","-0.5583244","-0.5703711"," 0.3290391","-0.3885878"," 0.2865935"," 0.3008164"
"betaine aldehyde"," 0.4710614"," 0.1906664","-0.2967973"," 0.2012449","-0.3416939","-0.2705759","-0.4494613","-0.4496124"," 0.2668519","-0.1785362"," 0.5503876"," 0.3064648"
"butyrylcarnitine"," 0.13653448"," 0.28335741"," 0.27669841"," 0.16546570","-0.71664259","-0.55266329"," 0.05210108","-0.04317618"," 0.16669854","-0.15288441"," 0.14572896"," 0.23878189"
"C-glycosyltryptophan"," 0.03393237","-0.01770043"," 0.35010512","-0.13858497"," 0.01420085","-0.27199044","-0.27736691","-0.47115319","-0.04398661"," 0.52884681"," 0.02509476"," 0.26860265"
"carboxyethyl-GABA"," 0.00387353"," 0.17150552","-0.10353265","-0.27926014"," 0.06013213","-0.03564551"," 0.09582244","-0.11512895"," 0.59483934","-0.20570161"," 0.21825655","-0.40516066"
"carnitine","-0.32804187","-0.25865439","-0.33233108","-0.25764739"," 0.32965281"," 0.54571012"," 0.43621651"," 0.36606676","-0.39659248"," 0.44964125","-0.09973038","-0.45428988"
"carnosine"," 0.5331774","-0.2287531"," 0.2097930"," 0.1107020"," 0.3506386","-0.2340915"," 0.1339030","-0.4147590","-0.2959087"," 0.4032508","-0.4668226","-0.1011298"
"cholesterol","-0.21893121","-0.25543089","-0.05219963","-0.33291942"," 0.12875971"," 0.31760340"," 0.59504788"," 0.22293134","-0.40495212"," 0.17373516","-0.02689868","-0.14674555"
"choline"," 0.153909743"," 0.204086908","-0.510728263","-0.113090509","-0.146754946"," 0.094188438","-0.230426910","-0.397516839"," 0.229408616"," 0.001519084"," 0.226132944"," 0.489271737"
"choline phosphate","-0.20816739","-0.19756520"," 0.79063661"," 0.05375931","-0.17965169"," 0.06863785","-0.03485428","-0.20936339","-0.14731590"," 0.05518342"," 0.08982377","-0.08112309"
"citrate"," 0.1281460"," 0.2697202"," 0.3989865"," 0.4754206","-0.5216781","-0.5245794","-0.2112770","-0.4806925"," 0.1253917","-0.4142261"," 0.4481941"," 0.3065939"
"citrulline","-0.030406178"," 0.028068558","-0.602291019","-0.422106680"," 0.002624967"," 0.220552235"," 0.146499770","-0.059442376"," 0.093253598"," 0.397708981","-0.097169829"," 0.322707974"
"corticosterone","-0.23968518","-0.46803823"," 0.02197852","-0.51229437"," 0.48770563"," 0.03258948"," 0.33732034"," 0.23474673","-0.07520628"," 0.43231823","-0.18666603","-0.06476882"
"creatine","-0.31293797","-0.38511034"," 0.61488966"," 0.10661681"," 0.13258380"," 0.07991687"," 0.08782176","-0.03756366","-0.35316717"," 0.15390026"," 0.14742859","-0.23437861"
"creatine phosphate","-0.31274564","-0.32127791"," 0.67872209","-0.12691213","-0.13552505"," 0.13233103"," 0.24707940"," 0.08044177","-0.18309614"," 0.09184752","-0.00771718","-0.14314776"
"creatinine","-0.06645838","-0.28770031"," 0.71229969"," 0.22277974"," 0.03545714","-0.09741103","-0.13166454","-0.16910984","-0.21842630"," 0.01635493"," 0.19845886","-0.21457995"
"cysteine"," 0.1706779"," 0.3308601","-0.1643399"," 0.3507139","-0.5403658","-0.2273754","-0.3251846","-0.2161217"," 0.3243929","-0.5494593"," 0.4505407"," 0.3956612"
"cysteine sulfinic acid"," 0.26602434"," 0.46934951","-0.26557279"," 0.18210337","-0.53065049","-0.39023069","-0.20099757","-0.50223409"," 0.31540522"," 0.09516688"," 0.34901141"," 0.21262492"
"cystine"," 0.09914056"," 0.07016432"," 0.03695464"," 0.04800588","-0.85917391"," 0.09067061"," 0.07376804"," 0.10649114"," 0.03931577"," 0.09763446"," 0.05620238"," 0.14082609"
"cytidine"," 0.2668042"," 0.1989722"," 0.4711279"," 0.2369205","-0.3469816","-0.3780296","-0.4352070","-0.5288721"," 0.2204679","-0.2250239"," 0.2499366"," 0.2698849"
"cytidine 3'-monophosphate (3'-CMP)","-0.133432691","-0.362407592"," 0.425586018","-0.085966952"," 0.572801072","-0.190807993"," 0.521289275"," 0.143255744","-0.251301223","-0.008294126","-0.427198928","-0.203522604"
"cytidine 5'-diphosphocholine"," 0.003001574","-0.027184976"," 0.557284925"," 0.073530964","-0.164126976","-0.339743256","-0.442715075"," 0.152479935"," 0.082319571","-0.196663920"," 0.158166170"," 0.143651063"
"cytidine 5'-monophosphate (5'-CMP)","-0.08264694","-0.03520182","-0.61104160","-0.32237952"," 0.14491367"," 0.38895840"," 0.35104951","-0.01463476"," 0.05500425"," 0.23934660","-0.19651977"," 0.08315199"
"cytidine 5'-monophospho-N-acetylneuraminic acid","-0.12426386","-0.01173270"," 0.60165007","-0.39834993","-0.35930978","-0.17619533","-0.04029246"," 0.19041639"," 0.42596511","-0.24062769","-0.16805241"," 0.30079260"
"cytidine-5'-diphosphoethanolamine","-0.54838188","-0.33220701"," 0.27863664","-0.22108063"," 0.39613651"," 0.13320361"," 0.18818416"," 0.22453428","-0.30406570"," 0.45161812","-0.18501606","-0.08156203"
"cytosine","-0.10516697","-0.13632016"," 0.10633109","-0.32930869"," 0.20866768"," 0.30239724"," 0.06717561"," 0.36674985","-0.02055031"," 0.30619663","-0.63325015","-0.13292182"
"decanoylcarnitine","-0.36755693","-0.15700021","-0.18536658","-0.34518447"," 0.46833852"," 0.28426142"," 0.32257311"," 0.63244307","-0.26694715"," 0.05355650","-0.07676838","-0.36234888"
"dehydroascorbate"," 0.2624202"," 0.1989614"," 0.2839177"," 0.2805369","-0.6649086","-0.3664273","-0.3889224","-0.4282589"," 0.3190857","-0.1528253"," 0.3213292"," 0.3350914"
"deoxycarnitine"," 0.0001406917","-0.0708614085"," 0.1411198284","-0.0880370505","-0.6419084732"," 0.2000877538","-0.0619067299","-0.0607574796"," 0.2585149865","-0.2893631534"," 0.2548795079"," 0.3580915268"
"dihomo-linoleate (20:2n6)","-0.361915991","-0.480940549","-0.178276073","-0.266874914","-0.110760668","-0.031642689"," 0.306866200"," 0.396488332"," 0.276002908"," 0.519059451","-0.006921901","-0.061084104"
"dihomo-linolenate (20:3n3 or n6)","-0.49099206","-0.27659960"," 0.04538431","-0.09794122"," 0.11962272","-0.04342586"," 0.05846638"," 0.36092809"," 0.19960068"," 0.50900794","-0.22024041","-0.16381095"
"dihydoxyphenylalanine (L-DOPA)"," 0.009953049","-0.555942931","-0.490347964","-0.455997821"," 0.345123761"," 0.444057069"," 0.279954591"," 0.316583125","-0.081432982"," 0.238726085","-0.060324368"," 0.009648385"
"dihydroxyacetone phosphate (DHAP)"," 0.11347191","-0.20340070"," 0.27634950"," 0.19366970","-0.49231016","-0.72365050"," 0.16949734"," 0.10970585","-0.01815248"," 0.26993735"," 0.20738857"," 0.09749362"
"dimethyl sulfone","-0.34359015","-0.01466963"," 0.12627883","-0.11254142"," 0.32660733"," 0.11464342","-0.03178919","-0.49560440","-0.03468889"," 0.50439560"," 0.01623965","-0.05528115"
"dimethylarginine (SDMA + ADMA)"," 0.4267141"," 0.2805216"," 0.1051871"," 0.2703226","-0.5732859","-0.3386284","-0.5111124","-0.2500642"," 0.3353224","-0.3336670"," 0.2650333"," 0.3236569"
"dimethylglycine"," 0.02806516","-0.15192312","-0.25433114","-0.35464356"," 0.64535644"," 0.33330061"," 0.24362914","-0.16613372","-0.27429239"," 0.32244145","-0.15925041","-0.21221847"
"docosadienoate (22:2n6)","-0.19537534","-0.53245334","-0.08871053","-0.10885150"," 0.02073695"," 0.10286104"," 0.35221633"," 0.46754666"," 0.06280625"," 0.36952771","-0.15437187","-0.29593236"
"docosahexaenoate (DHA; 22:6n3)","-0.15986870","-0.16527385","-0.32219105","-0.23067039"," 0.17070755"," 0.19831874","-0.15287160"," 0.09681474"," 0.67780895"," 0.10497870","-0.11877040","-0.09898268"
"docosapentaenoate (n3 DPA; 22:5n3)","-0.16645047","-0.20734366"," 0.26968021"," 0.21794580"," 0.14535963"," 0.22799596"," 0.03069261"," 0.28679222"," 0.22731027"," 0.27089660","-0.58967139","-0.71320778"
"docosapentaenoate (n6 DPA; 22:5n6)","-0.39065871","-0.54838822"," 0.32423645","-0.10991792","-0.13738484","-0.05670965","-0.12071949"," 0.17956047"," 0.45161178"," 0.26468942"," 0.20163159","-0.05795090"
"dopamine sulfate (2)"," 0.04308575"," 0.14009427","-0.69826804","-0.17362772"," 0.23520831"," 0.30173196"," 0.11523246"," 0.16744605"," 0.10509937"," 0.10154566","-0.44095950"," 0.10341142"
"eicosapentaenoate (EPA; 20:5n3)","-0.26378967"," 0.23884892"," 0.12704390"," 0.27731794"," 0.33233418"," 0.39369416"," 0.09780663","-0.03855040","-0.30683465"," 0.27354546","-0.60630584","-0.52511062"
"eicosenoate (20:1)","-0.12652653","-0.54352782"," 0.07407514","-0.03713601","-0.02479815","-0.01646739"," 0.28245180"," 0.38119059"," 0.07187920"," 0.45647218","-0.23983629","-0.27777672"
"ergothioneine"," 0.116571284"," 0.268585148"," 0.244295417"," 0.506385854"," 0.315701357"," 0.059904392"," 0.007206903","-0.038781579","-0.493614146","-0.293874601","-0.327974677","-0.364405350"
"erucate (22:1n9)","-0.10851059","-0.57909431"," 0.07970671","-0.07079783"," 0.24072566"," 0.20032172"," 0.27180172"," 0.42090569","-0.05955395"," 0.32827569","-0.35649619","-0.36728432"
"erythronate*"," 0.21468260"," 0.17699839"," 0.49644687"," 0.01650254","-0.50355313","-0.27501013","-0.42986086","-0.32502404"," 0.41856269","-0.41869469"," 0.21536915"," 0.41358063"
"ethylmalonate"," 0.264683804","-0.250219879"," 0.182952948","-0.244080636"," 0.671139389","-0.074645897","-0.328860611"," 0.174934202","-0.235275266"," 0.008402479","-0.138609093","-0.030421440"
"flavin adenine dinucleotide (FAD)","-0.0309263656"," 0.1496252158","-0.2387956292","-0.0000338566","-0.5680464279","-0.2979982458","-0.4758571011"," 0.0679928112"," 0.4319535721"," 0.2259262415"," 0.3103946086"," 0.4257651770"
"fructose"," 0.176381497"," 0.073133400","-0.485542329","-0.457275977"," 0.118160433","-0.005928465"," 0.093979388"," 0.031127738"," 0.514457671","-0.170163863","-0.279285530"," 0.390956038"
"fumarate"," 0.48939771"," 0.14888225","-0.46696297"," 0.02743649","-0.43149577","-0.06346933","-0.17201778","-0.37890773"," 0.40911234","-0.26874643"," 0.17373418"," 0.53303703"
"galactitol (dulcitol)","-1.636879e-01","-1.560679e-01"," 8.474419e-02","-1.179091e-01","-4.061010e-02"," 8.273335e-01","-7.584975e-05","-6.319391e-03","-1.726665e-01","-5.093463e-02","-9.662710e-02","-1.071791e-01"
"galactonate"," 0.2279631133","-0.0007479298"," 0.0268398572","-0.0395232438"," 0.3659717009","-0.6340282991"," 0.1610339116"," 0.0838166823","-0.0091845051","-0.2422392948"," 0.0841874271","-0.0240894197"
"gamma-aminobutyrate (GABA)"," 0.2441714"," 0.1428188"," 0.4255106"," 0.2431652","-0.1724200","-0.1490972","-0.5744894","-0.4806084"," 0.0264084","-0.1014390"," 0.2083766"," 0.1876030"
"gamma-carboxyglutamate"," 0.3363277"," 0.2902781"," 0.2420704"," 0.2514406","-0.5760437","-0.1030707","-0.5781790","-0.6400423"," 0.3076869","-0.1394791"," 0.2490536"," 0.3599577"
"gamma-glutamyl-epsilon-lysine","-0.07161790","-0.43526607"," 0.25950085"," 0.11387396","-0.16390921","-0.53326559"," 0.16785252"," 0.43815599"," 0.02179504"," 0.46673441","-0.28003314"," 0.01617914"
"gamma-glutamylalanine"," 0.008537847"," 0.028607537","-0.455348962","-0.326923063"," 0.544651038","-0.285959166"," 0.088580512"," 0.088969253"," 0.104848027"," 0.257669228","-0.215779474"," 0.162147223"
"gamma-glutamylglutamate","-0.324953046","-0.093489270"," 0.675046954","-0.053451213"," 0.413851946","-0.170026229","-0.067043398"," 0.126043517","-0.321537417","-0.007952754","-0.050869924","-0.125619166"
"gamma-glutamylglutamine"," 0.20604036"," 0.22574598","-0.13826125"," 0.09137533"," 0.40838456","-0.59161544","-0.35980822","-0.10202348"," 0.15928862","-0.14769865"," 0.04027183"," 0.20830037"
"gamma-glutamylisoleucine*"," 0.07624473","-0.26261991","-0.50536594","-0.16669401"," 0.48405070"," 0.24073244"," 0.03456587"," 0.17766665","-0.05716600","-0.51594930"," 0.02610461"," 0.46843015"
